ball	 paddle	timestamp
[524.5213470017702, 378.8276704011938, 1341266875.57016]	[637.0, 384.0, 1341266875.570259]
[524.5213470017702, 378.8276704011938, 1341266875.585651]	[637.0, 384.0, 1341266875.585746]
[524.5213470017702, 378.8276704011938, 1341266875.603535]	[637.0, 384.0, 1341266875.603634]
[524.5213470017702, 378.8276704011938, 1341266875.620257]	[637.0, 384.0, 1341266875.62036]
[524.5213470017702, 378.8276704011938, 1341266875.637033]	[637.0, 384.0, 1341266875.63713]
[524.5213470017702, 378.8276704011938, 1341266875.653795]	[637.0, 384.0, 1341266875.653895]
[524.5213470017702, 378.8276704011938, 1341266875.670442]	[637.0, 384.0, 1341266875.670541]
[524.5213470017702, 378.8276704011938, 1341266875.68607]	[637.0, 384.0, 1341266875.686166]
[524.5213470017702, 378.8276704011938, 1341266875.703951]	[637.0, 384.0, 1341266875.704051]
[524.5213470017702, 378.8276704011938, 1341266875.720545]	[637.0, 384.0, 1341266875.720644]
[524.5213470017702, 378.8276704011938, 1341266875.73732]	[637.0, 384.0, 1341266875.737418]
[524.5213470017702, 378.8276704011938, 1341266875.754061]	[637.0, 384.0, 1341266875.75416]
[524.5213470017702, 378.8276704011938, 1341266875.770641]	[637.0, 384.0, 1341266875.77074]
[524.5213470017702, 378.8276704011938, 1341266875.787528]	[637.0, 384.0, 1341266875.787628]
[524.5213470017702, 378.8276704011938, 1341266875.804251]	[637.0, 384.0, 1341266875.80435]
[524.5213470017702, 378.8276704011938, 1341266875.820754]	[637.0, 384.0, 1341266875.820851]
[524.5213470017702, 378.8276704011938, 1341266875.837682]	[637.0, 384.0, 1341266875.837782]
[524.5213470017702, 378.8276704011938, 1341266875.85435]	[637.0, 384.0, 1341266875.854449]
[524.5213470017702, 378.8276704011938, 1341266875.870808]	[637.0, 384.0, 1341266875.870906]
[524.5213470017702, 378.8276704011938, 1341266875.886462]	[637.0, 384.0, 1341266875.886556]
[524.5213470017702, 378.8276704011938, 1341266875.904576]	[637.0, 384.0, 1341266875.904674]
[524.5213470017702, 378.8276704011938, 1341266875.920914]	[637.0, 384.0, 1341266875.921012]
[524.5213470017702, 378.8276704011938, 1341266875.936486]	[637.0, 384.0, 1341266875.936578]
[524.5213470017702, 378.8276704011938, 1341266875.954723]	[637.0, 384.0, 1341266875.954822]
